student_id,date,program,location,score_reading,score_writing,score_mathNoCalc,score_mathCalc
132903,12/06/2017,tutoring,center,710,67,697,654
132903,16/07/2017,tutoring,center,712,68,728,673
132903,19/09/2017,tutoring,center,728,71,759,691
132906,16/10/2018,intake,NA,572,67,351,249
132906,23/10/2018,skills,center,585,68,361,253
132906,04/12/2018,skills,center,598,71,383,267
132906,08/01/2019,skills,center,600,72,380,260
132907,28/09/2018,intake,NA,464,46,509,626
132907,16/10/2018,refresh,online,469,45,515,634
132907,21/11/2018,refresh,center,467,45,517,635
132907,07/02/2019,tutoring,online,489,47,567,666
132908,29/09/2017,intake,NA,521,36,440,622
132908,17/10/2017,skills,center,535,37,468,638
132908,02/11/2017,refresh,center,545,37,471,645
132942,29/05/2017,intake,NA,688,55,504,561
132942,12/06/2017,skills,center,697,55,521,581
132943,23/10/2016,intake,NA,709,59,569,452
132943,21/11/2016,skills,center,734,62,584,462
132943,07/01/2017,skills,center,761,66,614,494
132956,24/03/2018,intake,NA,762,50,661,487
132956,26/04/2018,skills,center,756,51,681,498
132956,25/05/2018,refresh,online,764,52,684,494
132956,14/07/2018,skills,center,788,54,710,515
132956,15/08/2018,refresh,online,792,57,746,533
132973,06/02/2018,intake,NA,641,58,517,674
132973,07/03/2018,skills,center,649,59,535,683
132977,26/06/2018,intake,NA,750,43,407,727
132977,23/07/2018,skills,center,775,44,418,743
132977,22/08/2018,skills,center,797,46,437,773
132977,03/09/2018,skills,center,792,47,436,797
132994,29/10/2018,intake,NA,655,51,295,558
132994,25/11/2018,refresh,center,654,51,298,549
132994,13/12/2018,skills,center,653,53,301,565
132994,23/12/2018,tutoring,online,690,55,338,587
132996,21/05/2018,intake,NA,445,77,402,472
132996,07/06/2018,skills,center,451,79,420,477
132996,26/06/2018,refresh,online,462,79,426,492
132998,04/05/2018,intake,NA,607,61,331,586
132998,31/05/2018,tutoring,center,650,65,358,633
132998,17/06/2018,skills,center,669,66,373,646
132998,25/07/2018,refresh,center,676,67,382,657
132999,12/02/2017,intake,NA,469,54,564,697
132999,11/03/2017,refresh,center,465,55,574,702
132999,04/04/2017,skills,center,478,56,595,705
133000,31/03/2016,intake,NA,398,33,437,338
133000,17/04/2016,tutoring,center,411,34,471,355
133000,31/05/2016,tutoring,center,420,35,492,367
133000,28/07/2016,skills,center,430,35,503,375
133003,28/11/2016,intake,NA,639,45,692,770
133003,04/12/2016,tutoring,center,654,47,730,791
133009,29/03/2016,intake,NA,620,52,448,532
133009,23/04/2016,refresh,center,621,52,457,535
133009,19/05/2016,skills,center,633,53,480,559
133010,08/05/2016,intake,NA,420,77,476,630
133010,26/05/2016,skills,center,427,78,492,650
133027,25/12/2017,intake,NA,594,42,439,556
133027,17/01/2018,skills,center,602,43,456,571
133030,23/04/2018,intake,NA,543,34,315,572
133030,15/05/2018,skills,center,551,35,322,578
133030,15/06/2018,skills,center,562,37,349,610
133031,06/01/2016,intake,NA,455,58,325,727
133031,28/01/2016,skills,center,464,59,345,754
133045,23/01/2018,intake,NA,735,70,269,697
133045,21/02/2018,skills,center,750,72,284,712
133045,10/03/2018,refresh,center,743,71,280,731
133047,19/06/2018,intake,NA,665,51,439,405
133047,14/07/2018,skills,center,680,52,461,414
133049,24/08/2018,intake,NA,504,37,379,484
133049,11/09/2018,skills,center,512,38,391,492
133049,25/10/2018,skills,center,529,40,419,510
133049,15/11/2018,skills,center,535,40,422,518
133051,18/02/2017,intake,NA,574,52,770,605
133051,25/03/2017,skills,center,575,53,783,618
133067,16/09/2017,intake,NA,660,29,617,367
133067,25/09/2017,tutoring,center,688,29,632,379
133067,01/11/2017,skills,center,704,30,643,390
133067,08/01/2018,skills,center,729,31,688,407
133070,04/06/2017,intake,NA,769,54,463,684
133070,18/06/2017,skills,center,767,55,476,695
133073,27/01/2016,intake,NA,769,53,342,343
133073,29/02/2016,skills,center,790,53,358,361
133085,05/04/2017,intake,NA,595,30,318,503
133085,23/04/2017,tutoring,center,615,31,331,516
133092,29/04/2018,intake,NA,593,46,467,636
133092,02/06/2018,skills,center,605,47,486,655
133092,14/07/2018,skills,center,623,49,511,681
133092,11/09/2018,skills,center,634,50,516,681
133098,09/02/2018,intake,NA,568,46,451,542
133098,22/02/2018,tutoring,center,610,49,485,588
133099,11/11/2018,intake,NA,427,19,380,596
133099,01/12/2018,skills,center,433,19,395,607
133099,21/12/2018,skills,center,457,19,420,641
133101,27/01/2016,intake,NA,480,50,390,549
133101,18/02/2016,refresh,center,480,50,393,538
133101,05/03/2016,tutoring,center,495,52,407,545
133103,28/02/2016,intake,NA,623,36,653,681
133103,18/03/2016,tutoring,center,650,37,675,714
133105,11/01/2017,intake,NA,684,42,550,644
133105,07/02/2017,skills,center,702,45,575,663
133112,06/11/2016,intake,NA,526,39,589,488
133112,21/11/2016,tutoring,center,545,40,625,502
133112,19/12/2016,skills,center,546,41,651,518
133113,08/10/2018,intake,NA,641,64,697,484
133113,28/10/2018,skills,center,652,66,725,488
133113,25/12/2018,skills,center,669,70,763,504
133117,29/04/2016,intake,NA,327,51,588,598
133117,31/05/2016,skills,center,334,53,618,618
133117,10/06/2016,skills,center,347,55,642,644
133118,24/11/2017,intake,NA,453,51,283,614
133118,06/12/2017,skills,center,464,52,292,627
133119,07/08/2017,intake,NA,489,37,474,509
133119,11/09/2017,refresh,center,478,37,468,508
133119,15/10/2017,skills,center,480,37,481,513
133119,03/11/2017,refresh,center,477,37,481,520
133126,11/08/2017,intake,NA,336,53,614,226
133126,01/09/2017,skills,center,345,56,638,232
133126,30/09/2017,tutoring,center,356,56,669,238
133128,28/08/2016,intake,NA,590,42,656,595
133128,17/09/2016,skills,center,588,43,687,619
133128,17/10/2016,skills,center,603,45,710,644
133137,06/08/2018,intake,NA,635,63,630,778
133137,22/08/2018,skills,center,653,65,658,793
133140,22/05/2016,intake,NA,523,42,435,356
133140,18/06/2016,skills,center,533,44,451,363
133142,06/07/2018,intake,NA,469,54,464,625
133142,25/07/2018,skills,center,482,55,481,642
133142,26/08/2018,skills,center,496,57,505,683
133142,12/09/2018,refresh,center,501,58,508,696
133142,08/10/2018,refresh,online,512,58,527,714
133145,08/02/2017,intake,NA,592,55,224,627
133145,02/03/2017,skills,center,598,57,235,647
133152,10/08/2018,intake,NA,643,60,676,640
133152,21/08/2018,tutoring,online,669,63,714,664
133152,13/09/2018,refresh,online,678,64,741,677
133154,22/10/2017,intake,NA,453,33,422,496
133154,11/11/2017,skills,center,466,34,447,513
133154,29/11/2017,skills,center,477,34,473,534
133154,27/12/2017,skills,center,481,34,468,526
133159,04/04/2018,intake,NA,735,49,571,360
133159,21/04/2018,skills,center,761,50,589,367
133159,08/06/2018,skills,center,791,53,618,387
133160,29/05/2016,intake,NA,679,37,381,164
133160,22/06/2016,skills,center,690,38,392,169
133168,30/06/2016,intake,NA,579,48,547,562
133168,08/07/2016,skills,center,589,49,568,575
133173,19/04/2016,intake,NA,665,46,510,489
133173,20/05/2016,skills,center,677,46,531,498
133173,20/06/2016,refresh,online,673,47,546,503
133176,11/04/2016,intake,NA,472,73,599,699
133176,01/05/2016,skills,center,475,75,632,725
133176,21/05/2016,skills,center,505,79,667,764
133184,05/11/2017,intake,NA,623,73,318,725
133184,24/11/2017,skills,center,642,76,334,749
133187,28/03/2016,intake,NA,607,44,308,664
133187,24/04/2016,skills,center,617,45,318,674
133191,31/01/2017,intake,NA,682,48,520,720
133191,18/02/2017,refresh,online,678,49,530,721
133191,26/03/2017,skills,center,688,50,543,737
133191,23/05/2017,tutoring,center,694,51,554,748
133191,29/06/2017,skills,center,717,53,586,781
133199,27/10/2018,intake,NA,442,45,464,518
133199,24/11/2018,skills,center,448,47,488,530
133199,30/12/2018,tutoring,online,471,50,547,557
133202,11/10/2016,intake,NA,696,54,398,328
133202,03/11/2016,skills,center,718,55,412,335
133202,19/11/2016,tutoring,center,737,56,422,352
133202,12/12/2016,tutoring,center,752,59,442,367
133202,07/01/2017,tutoring,center,765,61,463,376
133209,01/11/2018,intake,NA,492,76,676,505
133209,28/11/2018,tutoring,center,538,83,723,547
133209,15/12/2018,skills,center,540,85,746,568
133223,13/05/2018,intake,NA,577,58,623,613
133223,04/06/2018,skills,center,588,59,641,627
133225,01/05/2018,intake,NA,728,50,452,703
133225,14/05/2018,skills,center,748,50,465,717
133225,17/06/2018,skills,center,765,53,483,748
133228,06/10/2016,intake,NA,626,52,205,604
133228,25/10/2016,skills,center,636,53,216,627
133228,06/12/2016,tutoring,center,642,55,226,651
133228,03/01/2017,skills,center,676,56,237,680
133235,18/03/2016,intake,NA,440,60,561,686
133235,10/04/2016,tutoring,center,449,62,581,714
133241,02/12/2017,intake,NA,560,56,682,582
133241,13/12/2017,skills,center,574,58,708,603
133250,11/10/2016,intake,NA,414,38,664,676
133250,25/10/2016,skills,center,422,39,688,690
133252,26/01/2018,intake,NA,623,57,292,682
133252,23/02/2018,skills,center,637,59,304,694
133252,14/03/2018,tutoring,center,679,63,333,746
133255,25/09/2018,intake,NA,593,40,491,271
133255,20/10/2018,skills,center,600,41,522,279
133255,18/11/2018,skills,center,627,43,548,299
133263,19/02/2017,intake,NA,519,67,183,638
133263,05/03/2017,skills,center,527,68,191,653
133263,11/04/2017,tutoring,center,531,70,195,659
133263,21/05/2017,refresh,center,532,71,196,664
133263,27/07/2017,refresh,center,543,71,199,659
133264,22/06/2018,intake,NA,547,66,480,433
133264,21/07/2018,skills,center,561,67,495,440
133268,31/01/2018,intake,NA,563,58,685,490
133268,25/02/2018,skills,center,585,60,716,508
133268,22/03/2018,refresh,center,598,60,743,523
133268,30/03/2018,skills,center,621,62,788,542
133273,20/10/2016,intake,NA,613,51,340,324
133273,11/11/2016,skills,center,628,53,352,337
133273,12/12/2016,refresh,online,622,54,354,343
133273,06/03/2017,skills,center,638,57,378,358
133276,29/07/2017,intake,NA,630,58,455,415
133276,01/09/2017,skills,center,648,59,470,434
133276,15/09/2017,skills,center,677,63,489,445
133276,14/10/2017,tutoring,center,693,66,506,455
133278,16/12/2017,intake,NA,458,45,592,760
133278,14/01/2018,skills,center,466,47,613,771
133285,17/06/2017,intake,NA,780,34,413,631
133285,27/06/2017,refresh,online,780,33,419,620
133298,18/07/2017,intake,NA,453,61,312,639
133298,14/08/2017,skills,center,468,63,333,677
133298,21/09/2017,skills,center,487,67,358,704
133309,11/08/2016,intake,NA,560,51,383,356
133309,26/08/2016,skills,center,568,54,406,375
133309,29/09/2016,skills,center,597,56,434,395
133309,11/10/2016,refresh,online,603,58,442,411
133339,22/06/2016,intake,NA,658,39,669,657
133339,24/07/2016,skills,center,677,40,700,672
133370,28/07/2018,intake,NA,771,63,378,658
133370,18/08/2018,skills,center,781,65,395,668
133381,31/03/2018,intake,NA,404,78,641,505
133381,20/04/2018,skills,center,411,80,664,520
133386,25/09/2017,intake,NA,619,41,328,330
133386,22/10/2017,skills,center,638,41,337,341
133386,20/11/2017,skills,center,661,43,354,356
133386,17/12/2017,skills,center,665,44,355,362
133387,01/07/2018,intake,NA,637,44,646,462
133387,21/07/2018,skills,center,648,45,668,472
133387,17/08/2018,skills,center,676,47,702,491
133387,13/11/2018,refresh,online,691,46,715,500
133389,09/10/2018,intake,NA,582,51,704,699
133389,02/11/2018,skills,center,601,52,722,726
133400,01/06/2016,intake,NA,731,66,349,598
133400,25/06/2016,tutoring,center,764,69,362,617
133400,06/08/2016,refresh,online,772,70,369,615
133416,25/07/2016,intake,NA,585,73,196,772
133416,25/08/2016,skills,center,589,75,202,760
133417,26/09/2018,intake,NA,554,27,561,655
133417,21/10/2018,refresh,center,555,27,570,654
133420,06/06/2016,intake,NA,670,60,341,637
133420,16/06/2016,tutoring,center,679,62,356,659
133421,07/09/2016,intake,NA,513,39,501,457
133421,05/10/2016,skills,center,527,40,515,475
133435,21/05/2016,intake,NA,720,41,264,587
133435,02/06/2016,skills,center,720,42,274,600
133435,29/06/2016,tutoring,center,731,43,284,618
133435,27/08/2016,refresh,center,735,43,288,627
133435,25/10/2016,refresh,center,734,44,289,644
133438,22/06/2016,intake,NA,679,48,402,543
133438,07/07/2016,skills,center,682,49,413,554
133438,17/08/2016,skills,center,694,51,437,574
133439,26/02/2016,intake,NA,538,48,543,368
133439,01/03/2016,skills,center,538,48,559,371
133439,13/04/2016,skills,center,557,51,586,382
133446,02/12/2016,intake,NA,523,52,503,653
133446,02/01/2017,refresh,online,531,52,508,655
133446,21/01/2017,skills,center,545,53,534,681
133451,11/05/2017,intake,NA,486,58,397,624
133451,16/06/2017,skills,center,486,58,408,640
133454,18/11/2016,intake,NA,552,46,710,480
133454,12/12/2016,skills,center,566,47,734,496
133454,03/01/2017,tutoring,center,587,48,782,513
133455,11/10/2017,intake,NA,619,68,680,777
133455,04/11/2017,skills,center,641,70,704,791
133457,26/09/2017,intake,NA,452,44,744,525
133457,05/10/2017,tutoring,center,462,45,777,548
133461,02/06/2018,intake,NA,572,62,402,608
133461,10/06/2018,skills,center,579,63,416,612
133463,12/06/2018,intake,NA,485,49,611,357
133463,29/06/2018,skills,center,499,51,642,372
133464,14/09/2018,intake,NA,610,46,310,763
133464,12/10/2018,skills,center,613,47,326,772
133483,21/02/2017,intake,NA,574,43,370,512
133483,14/03/2017,skills,center,584,44,385,523
133483,11/04/2017,skills,center,599,46,396,553
133485,14/02/2017,intake,NA,563,58,476,532
133485,11/03/2017,refresh,online,573,58,484,540
133485,21/04/2017,refresh,online,583,60,500,546
133485,01/05/2017,skills,center,596,60,523,559
133494,22/01/2017,intake,NA,578,74,666,435
133494,27/02/2017,tutoring,center,592,76,684,443
133494,25/03/2017,skills,center,616,79,711,464
133496,13/03/2016,intake,NA,581,64,251,496
133496,27/03/2016,refresh,online,576,65,251,499
133496,03/05/2016,refresh,online,577,66,252,501
133496,06/06/2016,tutoring,center,582,69,264,512
133501,06/03/2018,intake,NA,587,44,634,576
133501,19/03/2018,skills,center,590,44,662,594
133502,29/10/2017,intake,NA,632,49,688,598
133502,19/11/2017,skills,center,655,50,705,621
133502,06/12/2017,skills,center,677,53,744,651
133505,16/08/2017,intake,NA,722,56,554,511
133505,27/08/2017,skills,center,734,58,575,525
133505,02/09/2017,refresh,online,740,58,583,530
133505,06/10/2017,refresh,online,742,59,595,537
133513,05/02/2018,intake,NA,446,39,373,545
133513,28/02/2018,skills,center,455,41,379,552
133514,27/04/2018,intake,NA,544,55,462,704
133514,29/05/2018,skills,center,556,56,475,724
133514,07/07/2018,skills,center,570,58,502,754
133514,17/08/2018,skills,center,572,58,501,756
133521,11/03/2017,intake,NA,399,63,576,653
133521,07/04/2017,skills,center,412,66,595,685
133523,04/03/2016,intake,NA,682,79,508,484
133523,22/03/2016,skills,center,699,80,532,501
133523,12/04/2016,skills,center,742,83,556,526
133523,01/06/2016,tutoring,center,755,87,579,539
133526,24/03/2016,intake,NA,386,45,188,422
133526,01/04/2016,skills,center,387,44,195,433
133526,10/04/2016,skills,center,403,46,205,448
133530,13/04/2016,intake,NA,730,47,497,657
133530,28/04/2016,skills,center,730,48,523,662
133530,15/05/2016,skills,center,762,51,547,698
133532,30/08/2017,intake,NA,625,43,190,467
133532,07/09/2017,skills,center,638,44,198,474
133532,07/10/2017,refresh,online,638,44,195,484
133538,09/02/2017,intake,NA,551,18,687,450
133538,09/03/2017,tutoring,center,566,18,710,465
133540,23/04/2018,intake,NA,660,43,337,536
133540,09/05/2018,skills,center,671,43,350,560
133557,25/11/2017,intake,NA,595,27,680,435
133557,19/12/2017,skills,center,598,27,700,443
133557,22/01/2018,refresh,online,597,28,718,455
133559,01/11/2017,intake,NA,554,54,283,760
133559,22/11/2017,tutoring,center,566,56,298,799
133567,07/11/2017,intake,NA,530,42,572,643
133567,24/11/2017,skills,center,536,43,594,653
133573,05/01/2018,intake,NA,590,62,311,767
133573,24/01/2018,skills,center,594,63,323,778
133577,15/08/2017,intake,NA,636,53,347,718
133577,23/08/2017,refresh,online,651,54,356,727
133577,29/09/2017,skills,center,666,55,366,744
133579,09/04/2017,intake,NA,494,57,328,191
133579,08/05/2017,skills,center,508,57,335,201
133579,14/06/2017,refresh,online,514,58,341,206
133580,04/07/2018,intake,NA,604,40,587,597
133580,25/07/2018,skills,center,623,42,603,627
133580,28/08/2018,tutoring,center,678,45,651,668
133580,26/09/2018,skills,center,710,47,681,697
133591,28/04/2016,intake,NA,678,37,350,507
133591,18/05/2016,tutoring,center,689,38,364,528
133591,25/06/2016,tutoring,center,718,40,380,550
133592,28/10/2016,intake,NA,607,37,375,650
133592,20/11/2016,refresh,center,611,37,381,649
133592,08/01/2017,refresh,online,620,37,390,670
133592,16/02/2017,skills,center,638,37,409,677
133593,09/04/2016,intake,NA,566,43,543,444
133593,06/05/2016,refresh,online,569,43,548,444
133593,30/05/2016,skills,center,578,45,575,456
133611,21/09/2018,intake,NA,591,63,345,324
133611,23/10/2018,tutoring,online,621,66,369,346
133612,31/07/2016,intake,NA,588,62,346,496
133612,23/08/2016,skills,center,599,64,361,507
133612,29/09/2016,refresh,center,601,65,370,508
133612,18/11/2016,refresh,online,605,67,382,504
133614,29/04/2018,intake,NA,653,46,439,498
133614,17/05/2018,skills,center,669,47,457,511
133616,01/03/2017,intake,NA,622,10,653,482
133616,14/03/2017,skills,center,639,10,674,495
133616,23/04/2017,skills,center,671,10,704,505
133618,21/07/2016,intake,NA,632,53,565,598
133618,12/08/2016,skills,center,640,54,574,621
133629,30/03/2016,intake,NA,463,59,388,571
133629,17/04/2016,skills,center,472,60,405,584
133629,01/05/2016,skills,center,488,64,431,613
133632,16/09/2018,intake,NA,641,71,739,631
133632,01/10/2018,skills,center,654,72,758,647
133640,23/06/2017,intake,NA,640,59,510,653
133640,13/07/2017,tutoring,center,657,60,540,679
133640,28/07/2017,tutoring,center,672,63,567,701
133640,24/08/2017,skills,center,690,64,585,712
133640,11/11/2017,tutoring,center,712,65,597,726
133644,08/05/2018,intake,NA,643,42,657,503
133644,22/05/2018,refresh,center,651,43,669,509
133644,05/06/2018,skills,center,659,45,683,528
133645,26/06/2016,intake,NA,521,65,366,545
133645,12/07/2016,tutoring,center,534,68,384,555
133645,13/08/2016,skills,center,551,70,392,572
133653,07/10/2017,intake,NA,604,56,408,490
133653,19/10/2017,refresh,online,601,57,411,488
133657,24/10/2016,intake,NA,771,16,417,480
133657,22/11/2016,skills,center,796,16,425,497
133657,04/12/2016,refresh,online,790,16,429,501
133659,27/08/2018,intake,NA,587,63,534,533
133659,08/09/2018,tutoring,online,609,65,575,570
133666,29/09/2017,intake,NA,620,32,358,709
133666,16/10/2017,skills,center,632,33,375,726
133666,01/11/2017,tutoring,center,647,35,386,764
133670,06/07/2017,intake,NA,508,21,281,558
133670,12/07/2017,skills,center,512,22,294,570
133684,20/03/2017,intake,NA,717,80,698,635
133684,02/04/2017,skills,center,727,82,724,654
133718,07/05/2018,intake,NA,612,72,268,734
133718,15/05/2018,refresh,online,609,72,269,739
133718,20/06/2018,skills,center,613,72,274,767
133719,20/04/2018,intake,NA,567,56,317,648
133719,26/05/2018,skills,center,574,56,332,651
133721,16/10/2017,intake,NA,541,56,344,606
133721,08/11/2017,refresh,center,544,57,348,612
133729,23/08/2017,intake,NA,651,39,319,645
133729,30/08/2017,refresh,online,648,39,321,646
133743,14/01/2017,intake,NA,637,48,617,670
133743,03/02/2017,tutoring,center,647,50,648,684
133743,23/03/2017,tutoring,center,664,51,676,706
133743,04/05/2017,refresh,online,656,51,701,725
133744,12/11/2018,intake,NA,595,68,719,558
133744,13/11/2018,skills,center,606,69,750,571
133756,17/09/2018,intake,NA,703,53,320,409
133756,30/09/2018,skills,center,707,54,333,409
133756,02/11/2018,skills,center,717,56,348,420
133756,16/12/2018,tutoring,center,769,60,376,448
133758,11/07/2018,intake,NA,613,54,281,579
133758,22/07/2018,skills,center,615,55,292,594
133759,20/04/2016,intake,NA,604,45,367,303
133759,12/05/2016,skills,center,617,46,374,311
133759,26/06/2016,skills,center,646,47,392,326
133771,23/05/2016,intake,NA,714,53,382,561
133771,16/06/2016,skills,center,726,54,405,577
133771,14/07/2016,tutoring,center,742,57,421,587
133771,26/07/2016,skills,center,779,60,446,613
133780,18/04/2017,intake,NA,563,40,610,521
133780,15/05/2017,skills,center,585,41,620,538
133788,16/02/2017,intake,NA,511,61,623,397
133788,18/03/2017,tutoring,center,521,63,652,400
133788,06/05/2017,refresh,center,520,63,657,409
133788,12/05/2017,tutoring,center,525,65,678,424
133789,11/02/2017,intake,NA,777,66,447,625
133789,06/03/2017,skills,center,790,67,466,639
133792,01/01/2018,intake,NA,699,33,436,663
133792,22/01/2018,skills,center,716,33,459,685
133792,07/02/2018,tutoring,online,742,34,505,729
133792,24/03/2018,tutoring,online,782,36,558,762
133792,04/04/2018,refresh,online,795,37,575,778
133793,16/08/2018,intake,NA,594,51,501,730
133793,05/09/2018,refresh,center,612,52,509,745
133794,01/03/2018,intake,NA,521,62,657,565
133794,19/03/2018,skills,center,520,64,676,578
133797,23/11/2017,intake,NA,640,32,393,551
133797,17/12/2017,skills,center,650,32,401,566
133797,02/02/2018,refresh,center,643,32,409,567
133797,19/03/2018,refresh,online,644,32,421,582
133800,12/01/2017,intake,NA,466,58,486,413
133800,24/01/2017,skills,center,468,58,505,428
133800,03/03/2017,skills,center,482,61,543,463
133800,04/04/2017,tutoring,center,494,63,574,478
133800,05/05/2017,refresh,online,509,65,604,507
133803,07/02/2018,intake,NA,605,18,328,242
133803,21/02/2018,skills,center,610,19,344,243
133807,28/05/2016,intake,NA,560,65,326,379
133807,23/06/2016,skills,center,569,68,341,399
133807,11/07/2016,skills,center,599,73,368,428
133807,08/08/2016,refresh,online,614,75,375,440
133814,07/04/2018,intake,NA,653,39,702,696
133814,26/04/2018,skills,center,673,40,715,716
133819,04/09/2017,intake,NA,635,46,568,653
133819,20/09/2017,tutoring,center,661,48,600,679
133822,08/02/2016,intake,NA,525,23,701,530
133822,25/02/2016,tutoring,center,549,24,736,553
133822,13/03/2016,tutoring,center,573,25,782,579
133823,18/05/2018,intake,NA,447,28,553,659
133823,01/06/2018,skills,center,447,29,576,674
133823,18/06/2018,skills,center,454,30,606,699
133824,26/09/2016,intake,NA,665,41,340,596
133824,23/10/2016,tutoring,center,678,43,358,621
133824,15/11/2016,skills,center,684,44,374,632
133833,24/12/2017,intake,NA,646,38,503,535
133833,13/01/2018,tutoring,online,681,40,536,559
133833,31/01/2018,tutoring,online,707,43,597,590
133833,22/02/2018,tutoring,online,757,45,659,637
133834,22/12/2017,intake,NA,750,41,471,663
133834,05/01/2018,skills,center,743,41,490,689
133841,10/03/2018,intake,NA,599,42,359,519
133841,03/04/2018,skills,center,615,43,379,538
133850,06/05/2018,intake,NA,606,54,421,577
133850,26/05/2018,skills,center,612,55,444,593
133852,20/10/2018,intake,NA,582,59,235,276
133852,06/11/2018,skills,center,599,61,248,287
133864,07/10/2018,intake,NA,729,56,586,541
133864,04/11/2018,skills,center,733,57,608,558
133864,10/12/2018,skills,center,763,59,643,580
133868,01/05/2018,intake,NA,593,75,374,680
133868,21/05/2018,skills,center,596,76,387,702
133868,29/06/2018,tutoring,online,616,81,432,729
133870,21/11/2018,intake,NA,561,51,640,524
133870,20/12/2018,skills,center,576,52,660,524
133870,28/12/2018,skills,center,600,54,683,550
133876,11/09/2018,intake,NA,629,60,647,632
133876,09/10/2018,skills,center,635,61,669,652
133893,30/08/2016,intake,NA,581,49,529,504
133893,27/09/2016,skills,center,594,50,542,514
133895,27/12/2016,intake,NA,708,63,528,470
133895,14/01/2017,skills,center,725,66,555,489
133895,03/02/2017,tutoring,center,752,67,582,507
133895,21/03/2017,tutoring,center,777,69,603,515
133898,18/08/2017,intake,NA,536,62,394,612
133898,31/08/2017,skills,center,539,62,413,627
133898,19/09/2017,refresh,center,543,63,420,642
133899,13/03/2017,intake,NA,530,46,643,603
133899,23/03/2017,skills,center,536,47,659,612
133899,17/04/2017,tutoring,center,559,49,688,627
133913,02/10/2018,intake,NA,670,64,488,390
133913,04/11/2018,tutoring,center,726,69,530,416
133921,15/12/2016,intake,NA,639,36,437,499
133921,06/01/2017,skills,center,647,37,457,526
133921,19/01/2017,skills,center,680,39,487,547
133921,13/02/2017,skills,center,695,40,494,558
133922,21/10/2018,intake,NA,759,36,465,744
133922,29/11/2018,skills,center,783,37,491,771
133923,29/05/2018,intake,NA,508,69,638,670
133923,28/06/2018,skills,center,512,70,663,679
133928,02/08/2017,intake,NA,697,23,416,617
133928,29/08/2017,skills,center,725,23,433,637
133930,30/09/2016,intake,NA,615,52,427,743
133930,26/10/2016,skills,center,629,54,450,747
133931,01/02/2017,intake,NA,553,68,266,290
133931,15/02/2017,skills,center,559,70,272,296
133931,04/03/2017,refresh,online,571,69,274,294
133931,10/04/2017,refresh,online,573,71,283,298
133932,12/11/2016,intake,NA,480,57,660,609
133932,27/11/2016,tutoring,center,498,59,695,622
133932,08/01/2017,skills,center,511,61,726,630
133932,03/04/2017,skills,center,534,64,766,664
133934,20/11/2016,intake,NA,476,55,390,274
133934,15/12/2016,skills,center,482,57,407,283
133935,18/06/2018,intake,NA,439,73,387,624
133935,20/07/2018,refresh,online,437,73,387,627
133936,15/01/2018,intake,NA,733,50,570,615
133936,15/02/2018,refresh,online,745,50,581,617
133936,28/03/2018,tutoring,center,792,54,624,654
133936,15/05/2018,refresh,online,792,56,635,667
133936,14/07/2018,skills,center,799,56,654,684
133969,04/11/2017,intake,NA,652,52,471,704
133969,26/11/2017,skills,center,671,53,490,721
133969,13/12/2017,refresh,online,686,54,502,737
133969,11/01/2018,skills,center,702,56,530,752
133969,28/03/2018,refresh,online,711,57,539,772
133972,17/06/2018,intake,NA,637,55,403,466
133972,17/07/2018,skills,center,646,57,419,480
133972,29/07/2018,skills,center,673,59,436,502
133972,04/09/2018,tutoring,center,707,63,475,533
133974,16/03/2017,intake,NA,657,48,719,767
133974,09/04/2017,tutoring,center,681,50,753,793
133985,07/12/2016,intake,NA,653,47,389,657
133985,27/12/2016,tutoring,center,672,49,404,680
133988,29/10/2016,intake,NA,478,52,705,545
133988,22/11/2016,skills,center,491,53,729,561
133988,19/12/2016,tutoring,center,507,54,758,575
133988,11/02/2017,tutoring,center,518,56,782,590
133995,06/06/2017,intake,NA,726,62,726,607
133995,24/06/2017,skills,center,741,64,757,623
133997,29/08/2017,intake,NA,656,58,527,53
133997,17/09/2017,tutoring,center,666,59,563,54
133997,08/10/2017,skills,center,673,61,585,57
133997,16/11/2017,skills,center,689,64,614,60
133997,09/12/2017,refresh,online,716,66,634,62
134005,13/06/2018,intake,NA,599,62,377,669
134005,08/07/2018,skills,center,601,62,392,684
134026,24/01/2017,intake,NA,525,40,699,468
134026,17/02/2017,skills,center,538,40,710,478
134034,28/01/2016,intake,NA,654,61,463,552
134034,01/03/2016,tutoring,center,670,63,479,570
134040,02/01/2017,intake,NA,536,56,677,628
134040,28/01/2017,tutoring,center,552,57,698,648
134042,27/02/2017,intake,NA,605,46,516,491
134042,28/03/2017,tutoring,center,621,47,544,503
134042,01/04/2017,skills,center,631,48,560,507
134056,28/12/2016,intake,NA,597,44,542,587
134056,28/01/2017,skills,center,607,46,567,609
134056,09/02/2017,refresh,online,603,46,584,619
134065,10/10/2018,intake,NA,660,47,663,541
134065,30/10/2018,refresh,center,658,47,670,548
134065,29/11/2018,skills,center,672,48,691,567
134070,23/07/2017,intake,NA,471,31,380,493
134070,25/07/2017,skills,center,485,32,395,507
134074,27/12/2016,intake,NA,442,44,271,741
134074,18/01/2017,skills,center,453,45,278,759
134078,29/03/2018,intake,NA,670,49,684,322
134078,09/05/2018,skills,center,678,50,700,335
134078,24/05/2018,skills,center,696,53,728,350
134078,10/07/2018,skills,center,695,53,736,354
134078,09/08/2018,refresh,online,709,54,763,368
134079,22/10/2016,intake,NA,525,72,511,457
