student_id,district,street,city,state,zip,phone1,phone2,refer_code,int_date
134505,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,20/08/2018
134506,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,15/02/2018
134509,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134518,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134522,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
134524,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134527,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134528,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134531,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134537,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134542,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134546,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,AD,14/11/2018
134547,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134548,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/06/2018
134552,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,10/02/2017
134554,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134556,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134559,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134566,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134569,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134574,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134576,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,25/07/2018
134582,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/03/2018
134588,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/08/2018
134590,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/12/2016
134604,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134611,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,25/09/2018
134614,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134616,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134618,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,26/12/2017
134626,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,07/02/2017
134628,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/06/2017
134635,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134638,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134639,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134654,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134657,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134662,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,FF,03/02/2017
134663,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,FF,09/05/2018
134665,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134668,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,18/04/2017
134670,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,ML,10/07/2016
134673,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,23/02/2017
134679,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,ML,27/03/2018
134681,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
134682,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
134684,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
134686,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,10/02/2017
134687,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134689,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/06/2018
134697,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134699,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
134705,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134706,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134710,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
134720,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,06/12/2016
134722,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134727,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134728,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,FF,16/10/2017
134731,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,15/09/2016
134739,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
134741,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134749,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,29/07/2018
134753,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/10/2017
134755,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134758,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
134764,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134769,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134779,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134781,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,15/03/2017
134783,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,25/04/2017
134784,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134785,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/03/2016
134786,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134792,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134797,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134798,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,ML,10/09/2016
134800,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,06/10/2018
134801,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134803,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,23/11/2018
134804,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/06/2016
134806,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134808,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/06/2016
134809,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134822,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,09/03/2016
134827,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134828,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,21/02/2018
134830,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134845,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134846,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134848,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/04/2017
134851,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134852,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134856,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/10/2016
134858,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134864,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
134866,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134868,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/09/2016
134876,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,11/09/2017
134882,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
134883,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134885,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,04/05/2017
134890,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134893,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134908,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,23/04/2018
134914,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134923,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,20/11/2017
134925,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134926,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134932,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134936,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134939,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,10/01/2018
134941,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134945,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
134947,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,27/02/2016
134949,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,20/05/2016
134951,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/02/2017
134952,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134953,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/09/2018
134954,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134963,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/12/2017
134964,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134969,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134970,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,23/04/2017
134973,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
134977,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134982,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134987,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134988,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
134998,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/10/2017
135004,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135008,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,AD,07/05/2018
135011,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135014,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135016,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135019,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135023,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135025,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,08/10/2018
135029,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135030,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/01/2016
135031,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,06/03/2016
135053,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,15/10/2016
135054,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135056,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
135057,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135063,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,AD,14/01/2017
135064,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135066,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/10/2017
135068,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135070,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135073,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,17/12/2017
135076,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135078,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135079,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/04/2017
135081,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135091,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135096,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,22/10/2017
135097,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,07/07/2018
135101,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,21/03/2016
135112,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135115,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135119,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
135122,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135124,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135127,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135129,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,27/03/2016
135130,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135137,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135143,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135145,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,08/02/2018
135152,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135163,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,14/03/2017
135164,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,26/10/2017
135165,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135166,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,11/04/2018
135169,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135174,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135176,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135204,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135208,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/05/2016
135210,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
135213,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/12/2017
135215,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135216,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135217,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135219,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135220,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135221,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/09/2016
135222,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135227,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,05/07/2016
135231,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/11/2017
135240,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,13/12/2017
135241,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135245,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135246,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135254,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135258,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,ML,06/04/2017
135261,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135263,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,26/03/2016
135268,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,13/10/2016
135270,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135277,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/10/2018
135278,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,14/08/2018
135281,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
135285,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135286,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135298,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135302,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135303,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135308,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,AD,01/02/2018
135316,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,FF,14/04/2016
135319,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135321,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135322,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135323,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,29/10/2017
135325,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,AD,11/06/2016
135332,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,07/09/2018
135333,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135344,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135346,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135355,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135363,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/11/2017
135367,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,12/01/2017
135380,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/07/2018
135387,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,11/05/2017
135389,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135396,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135407,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/08/2017
135408,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135410,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135411,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135414,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135415,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135416,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135419,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,25/08/2018
135421,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135423,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,AD,14/05/2018
135428,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135430,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,21/08/2016
135437,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135447,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135448,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135450,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/01/2018
135453,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,12/07/2016
135455,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135461,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,ML,30/04/2018
135462,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135464,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135467,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/07/2018
135470,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,09/05/2017
135475,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135479,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135481,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/08/2017
135487,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135489,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135491,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135492,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135494,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,19/02/2017
135497,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135504,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135505,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135508,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/07/2017
135511,Camas,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
135512,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135513,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,16/10/2017
135515,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,11/02/2018
135516,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135517,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,AD,29/04/2018
135519,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,23/05/2018
135529,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135530,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135532,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,13/06/2018
135533,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135539,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
135549,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135552,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135559,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135563,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
135564,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135566,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,06/02/2017
135572,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135573,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,23/01/2018
135581,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135589,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135591,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135598,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135600,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,11/06/2018
135602,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,03/10/2017
135606,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135612,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135614,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135615,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,30/06/2018
135617,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/06/2018
135619,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,04/06/2016
135627,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135630,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135635,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135638,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,12/11/2016
135640,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,FF,NA
135642,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135645,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135651,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135653,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135657,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135658,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/04/2016
135659,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135660,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135663,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,ML,27/09/2016
135667,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,13/05/2016
135669,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135672,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135673,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
135674,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135677,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,18/05/2017
135681,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,NA,24/07/2016
135687,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135689,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,13/09/2017
135700,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,FF,03/06/2016
135701,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,ML,26/11/2016
135707,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135708,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135709,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135713,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135716,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,29/10/2016
135718,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,ML,NA
135719,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,27/12/2017
135726,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,31/07/2016
135728,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135732,Camas,XXX,XXX,XXX,XXX,XXX,XXX,NA,02/12/2017
135734,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135738,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,AD,01/03/2017
135744,Wilsonville,XXX,XXX,XXX,XXX,XXX,XXX,AD,NA
135752,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,23/01/2018
135754,St. Paul,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135755,Sherwood,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135758,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,01/01/2017
135759,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135760,Ridgefield,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135764,Beaverton,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135770,Riverdale,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
135771,Lake Oswego,XXX,XXX,XXX,XXX,XXX,XXX,NA,NA
